body,label
$AAPL Kessel (success rate 51.02 %) | 30.04 % return | Nice when fundamentals pay off Get more information,0
"Tomorrow @elonmusk will show us the Gigafactory. IOW, another chapter of the future gets completed tomorrow...can't wait. #modernEdison",1
"And for the love of all things holy, don’t forget about $GM $FCAU #Taxpayer #Bailout from 2008.At almost $50B, #Congress gave Detroit enough money to buy $TSLA at their present-day market cap.So, I don’t wanna’ hear this red herring bullshit about subsidy-survival of Tesla.",-1
Taiwan Semiconductor Not Seeing Major Impact from Cutback in Chip Orders for Apple's New iPhones $AAPL,0
$TSLA - Tesla going all out in China,0
$TSLA looks like a bear flag.,-1
"Cars don't kill people, people kill people.Isn't that right @karpathy ?$TSLA $TSLAQ",-1
$TSLA and AMZN on radar for some digestion.,0
#Apple adds #JessicaAlba to #PlanetoftheApps #realityTV show | The Verge$AAPL #AppStore #Apps #AppleServices,0
Allowing Elon's FSD and AP products on the road is like allowing Hollywood to perform chase scenes in public without closing down the roads to the public drivers.$TSLA $TSLAQ,-1
Serious question. Central banks pivoting from loose to tight. Junk yields popping higher. #Tesla stock still within 85% of all-time highs. Markets look ready to roll over. $TSLA NEEDS cash. Why haven’t they sold equity while they still can? No trolls please. Honest question,-1
"Narrator: Porsche has 30,000 €2500 deposits. Fred calls these ""reservations.""The $TSLA Cyberfuck (allegedly, before mass cancellations) had 250,000 *$100* deposits. Fred called *those* ""orders.""$TSLAQ",-1
"$AMZN did a risky call but scalped 1652.5 47.00 to 48.50 - waiting for my 5,10,13 on 15 min to pass thru mid bb",0
$AMZN Waking up,1
"$tsla's twitter army definitely has been cut loose. It usually takes 6 hours, now it did take 2 days. Well, there is that nasty time difference, and with the principal in the air in a Gulfstream ....",0
"With revenue expected to grow 200% in 2017 for gaming apps, Nintendo considers entering mobile gaming $NTDOY $GFT $DIS $KING $ZNGA $EA $MSFT",0
Why the #iPhone7 A10 is a big jump in perf over older A9 - $AAPL #iPhone $ARMH #bigLittle,1
"You have a point, J. Starr. I think it's apart of the Bezos master plan $AMZN",0
Did you catch the mkt move? E-mail 4 FREE TRIAL or ACESS PRIVATE $TWTR FEED @OAprivate $GOOGL $NFLX $TSLA $AMZN $FB  $IBB $AAPL,0
That sucks! Feel better. $AAPL huge today!,1
"$TSLA With Elon smoking #marijuana & drinking #whiskey on @JREpodcast, hours before CAO & HR Chief quit, important news is getting glossed over:  [a] ""close to zero sales"" in China now        [b] China has been up to 16% of global rev. for last 6 qtrs.",-1
I have no way of judging the facts in this case but:The ex-Uber security team need to earn their $$Think that 20 minute monologue on the CC has nothing to do with this?All from shareholder funds!!That’s what your funding pays for $TSLA,-1
Mizuho healthcare analyst Ann Hynes: Buyers of $CVS on weakness as pending $AET acquisition is true market disruptor.  AGREEDNot enough details on solution that will emerge from $AMZN $BRK.A $JPM especially as Bezos and Buffett both acknowledge unclear timeline.,0
@businessinsider give it a year till they blow up.. $AMZN barely getting the hang of churning a profit how do these guys expect to undercut,-1
"OMG! Check it out. $TSLA has SpaceX  SS foil-covered door handles!""Warranty Reserve Secured""",0
"Going on a flight next month, can’t wait to download Amazon Prime movies to my phone for free inflight entertainment $AMZN",0
"$AAPL#Apple #ConferenceCall  ""We are now reporting on a quarterly basis, gross margin for products in aggregate and for Services in aggregate. Products gross margin was 34.3% and Services gross margin was 62.8%.""",0
"Had them overnight. I saw $AAPL was strong relative to $SPX. It started off great, then I bought $SPX puts and used it as a hedge bc it was strong, it sold off so I sold.",1
Keep trying to value $TSLA like its’ $F or $GM .. just like folks tried to value $NFLX like $BBI (gave $NFLX $1 PT) ..enjoy #disruptors,0
"Personally think ""IF"" $AAPL were to report horrible numbers & gets clobbered below 89.65 into the 70's other assets will make up for it,",1
"Barron's Picks And Pans: Nordstrom, Pinterest, Take-Two Interactive And More $JWN $PINS $TTWO $AAPL",0
“I am tired of this shit .... hopefully he kills all bears for ood tmrw!!!!” $TSLA,-1
@goldcrazy1948 @DougKass I shorted $AAPL in the 119's. Said it many times on social media.,0
"Not surprised with $MSFT, I'll continue to click on the cross at the top right hand corner of the notification then.",0
$AAPL may get some action powerhour.....,0
#toptickertweets $AAPL $FB $SPY $ENZN $PBR $GOOG $VLTC $CAT $AMZN $GM #sentiquant 20150423 14:00:19:073,0
Musk is a terrific evangelist. That's necessary in this Ponzi economy i.e. $TSLA valuation but you cannot fool all the people all the time,-1
For a giant like $GOOGL to still see 28% YoY growth in paid clicks is insane. No surprise that YouTube is a big driver of growth this quarter as I've started seeing them put up 2 ads across some videos. That's effectively doubling revenue on the same inventory.,1
Wasn’t explained at all $tsla,0
"$wmt's operating margin is 4% - $AMZN's e-commerce operating margin is negative - its margin incl AWS is near zero.  TTM, AMZN's GAAP FCF was negative $4 billion.  Bezos' FCF is fraudulent and that fact is disclosed in the footnotes of the Q and K",-1
"""@Predator: $AMZN good cap'n, good crew. she's sail'n northward."" I see 4-1 Stock Split on the Horizon, last one in 1999- About time $AMZN",1
"#NASDAQ NEAR #ATH$SLAB +7.67% [$110.04, Volume: +317% ~ 1,639,500]$SHY 0.0% [$83.99, Volume: +87% ~ 3,424,200]$MSFT -0.62% [$125.01, Volume: +26% ~ 29,677,128]$MKTX +0.39% [$264.38, Volume: -28% ~ 403,000]$CSX +0.29% [$79.32, Volume: -6% ~ 3,201,500]",0
$AMZN L 627 will look to add over this 10:20 bounce level. Toe dip,0
Tim Cook has arrived in #SunValley - I asked him how Apple how Watch sales are going and he gave us a big thumbs up. $AAPL,1
"$tsla - stairs up, elevator down. Short. The. Pops.",1
Danish Bank Saxo predicts that $aapl buys $tsla in 2019.  Feels like someone using a weak day to cover a short,-1
$AAPL - if can close with a point+ in our court (153+) will hold- anything sub 152.50 - out,1
fun coil in $TSLA since the open. whither which way?,0
"$GOOG $AYX     Top Stock Picks for Week of October 21, 2019",0
$TSLA many notes were sharing in chat room for two ahead weeks of this potential squeeze. Be ahead from chaser. $$,0
Competition from Amazon and others is eating into Kroger's margins. #investing $AMZN $KR,1
RT SilviaAscarelli: Millennials love their phones. 5 ways to make money off that (and not saying $AAPL): …,0
TeleTraderNews: US #stocks open in the green as #Tesla leads gains $TSLA,1
Timestamp $AMZN,0
$amzn makes its first delivery by drone in the United Kindom,-1
"Less risky short besides $spy $es_f $spx options, $SH $SPXU $SPXS $SDS $faz (banks) $tecs (techs)",0
$amzn short @ 776.21,-1
"This has to mark the top, right? All downhill from here. $TSLA $TSLAQ",-1
$TSLA - Do the Chinese know that he was fined $20 million for securities fraud and called someone a Pedo 3 times on Twitter?,-1
Apple And Netflix Back In Bear Market Territory $AAPL $NFLX,-1
How do then plan on staying solvent with these very easy conditions? $TSLAQ $TSLA,0
"$AAPL short term sell signal detected but trend is up, intact and strong",1
$MSFT looking good for today,1
Thanks. Went long on $AAPL on 5min TF but got fried. lucky it was just paper money,-1
I can't be held responsible then........I will abuse the $TSLA,1
$aapl POUNDING all dip buyers to dust!!,-1
Recode breaks down the top U.S. companies for R&D spending for the last fiscal year and @Amazon $AMZN leads with $22.6B.,1
$tsla is the $aapl of the automotive industry.Been saying it,1
$GOOG coil on 60. POC below apex in mid 730s,0
$AAPL 250c/252.5c/255c great winner today !!!!,0
I like the BLUE LINE. $AAPL,1
$AMZN - Beast mode activated  !!!,1
$COST CONGRESS ANTI-TRUST DIV LOOKING TO BLOCK WHOLE FOODS  PURCHASE BY $AMZN $WFM  $WNT $TGT $HD $LOW $TWTR $FB,-1
"$tsla $tslaq @Tesla After selling the most cars with UNLIMITED demand, your inventory is up by $1 Billion!! Also people walk away from the lots without paying for the car right ? Accounts receivable go up by $0.5 Billion",-1
$aapl way way way overvalued,-1
$AAPL not a big move but held gap support,0
someone has to be #retard to short $DBX who the hell would use #onedrive from $MSFT is crap even if they offer free storage same with $GOOGL drive they suck #dropbox rocks hence has 500 million users either $GOOGL $MSFT buy $DBX or keep launching trash products,-1
"Teslemmings are also Teslatools.No bro, wasting $60k on @elonmusk's garbage Model 3 didn't make you special.$tsla $tslaq",-1
$AAPL taking out lows here.....................................................,-1
"Two cash burning, overvalued companies; what is the equity value of a company w/ no FCF yield? $TSLA $NFLX",-1
"I agree, I've argued that previously.  I'm implying there is an interval step between accepting the deposit and assigning the VIN# that $TSLA would exploit for obvious exploitation reasons, because, Tesla.",0
$UVXY don't touch. Watch $AMZN it will break 1000 then maybe a pull back a BIG MAYBE,-1
No but I suspect we get a bounce over the next 2 sessions. It's easy to get real bearish. And action is horrible. But I made 2 trades today both longs both were winners $AAPL $NVDADidn't stay long or long enough but money in my pocket,-1
$AAPL Bounce opportunity ahead of earnings.,1
$GOOGL $FB tech laggards,0
"The $TSLA litigation spigot went parabolic in 2016, w/  $TSLA doing everything possible to delayThat means the tsunami of trials/outcomes don't commence til Q1 2020, when trials re: scty fraud, rampant workplace discrimination etc. occurLitigation expense goes parabolic now",-1
Holding about 600 contracts in $C again on the call side. Building into a $TSLA swing short and I got a few joints in $LNKD,0
"Has the Oracle of Omaha invested $MSFT, $GOOG, $AMZN, $NFLX? NO! He invests in long term, but do you think Apple will still make iPhones in 10 years time? I am not sure we will need a phone in 2028.",0
"This is the ""money manager"" that sells low and buys high. $TSLA",-1
"Amazon Is Getting Closer to Its Own Delivery Service @themotleyfool #stocks $AMZN, $UPS, $FDX",1
"Sunday 9/30/18 at $TSLADebit A/R, Credit COGSProfitability secured.",0
The Reviews Are In! #AppleWatch #Apple $AAPL generally good but not recommended for tech novices,1
Is it too picture perfect? Steve Cohen's $AMZN trade:,0
$SPY $DIA $IWM $QQQ $IBB $XBI Bulls popping heads...Follow $TSLA,1
$tsla should try to make it as seamless experience as possible on third party networks. They still have the advantage since customers can use Superchargers or other networks while other manufacturers cant currently use Superchargers. This will help reduce load on the SC network.,0
Looks like a repeat short at 344-45 with the same stop (348) would have worked today too. But missed it :(..  $TSLA,0
$AAPL Weekly chart  158.23 target closed.  New target = 145.21  Down (35.43%) from October high.,0
"$ADI is the most underrated $AAPL ecosystem stk. IMHO, its recent M&A & IoT ambitions are yet to be recognized by analyst community",0
Mega cap $AMZN sulking while the small caps $IWM $TNA finally get to the party,1
.@clusterstock Its stock price going up and up and up? Saved you a click. $AMZN,1
@SRuhle HOW MUCH of Apple's $TRILLION valuation is TAXES THEY HAVE EVADED PAYING? $AAPL,-1
$TSLA doesn’t have what it takes to go alone on autonomous cars. $NVDA will dominate the space for 5-10 yrs or more,-1
$TSLA $tslaq Wow I missed this article!#autopilotI’ve tested on public roads have balked and incorrectly slammed on the brakes when a used silver Kit Kat wrapper wafted in front of the car.,0
"@CNBCFastMoney Stiffl guy on $TSLA...""we can debate GAAP vs non-GAAP"".  Debate?   They are capitalizing compensation exp via options.",-1
Excuses why 2Q is so bad and why $TSLA needs to reduce guidance to 250-300k cars in 2019?,-1
#Citi would rubber stamp some #FALSE documents from #dishonest (supposed to be #forex BUT turned out to be #gambling) #Pepperstone FX!!  Citi Hit With #EU #Fines Over #Forex #Collusion $spy $qqq $dia $xlf $fas $c $jpm $ma $gs $bac $wfc $hsbc $kbe $gld $ftse $aapl $eurusd #fed,-1
"Count me in with the iOS 10 update trouble camp, had to plug into iTunes for an update or restore. Seems pretty widespread. $AAPL",0
Guy on tv saying he added to his short  $tsla $tslaq,0
"Right now, #Netflix not interested in streaming live sports (unlike #Amazon, now showing Thur Night Football). #contentmarketing $NFLX $AMZN",0
This is a great way to measure the extent to which $tsla stiffed their customers! TY! I was more speaking to determining whether or not they ALSO benefitted by continuing to borrow against cars that were sold.,-1
#Musklies   He sold this Oct 2016   Claimed car were equiped  Collected $$$$  Now apparently the FSD cars needs lots of stuff that was not on those cars in Oct 2016Consumer protection agencies perhaps should get on board with @SEC_Enforcement $TSLA,-1
"$AMZN cap leases were $10.6bn in 2018 (>40% of total AMZN capex), cumulative of around $38bn in past 7 years",0
$AAPL #APPLE $AMN $AMZN $FB $GOOG $HCSG $LC,0
#Tesla bulls not 'doing their homework.' 40 rivals on the way: Tesla bear $TSLA,-1
Whatching my $googl Iron.. Down $500 after they announced the earnings report date of next week. (Implied volatility went up).,0
This and Neflix should really have regulators in mass panic. these 2 alone would wipe out $250 billion in invested capital. $NFLX $TSLA How can regulators and CBs let mkts get into such a position?,-1
"Fashion changes, trends lose steam, and Tesla is slowly fading. $tsla",0
Crazy busy day but closed 5 nice winners. $GS $NFLX $TSLA NVDA 2x. Will swing some $FB $AAPL calls into tomorrow and thru $GOOGL results,1
"$tsla $tslaq  @elonmusk#StockholmSyndrome in @Tesla world1. Belief -Tesla is the only company  to save the world by transitions to sustainable energy.2. Driving #EV is the ONLY way to save the world3. Musk, the visionary is their beacon of hope to bring change",1
#GoogleDrive is really killing the game in cloud software. I love accessibly $GOOGL,0
Is it possible that $crm overpays for acquisitions because it is a giant software roll-up?  Current PE and valuation- $msft has never had such an out of whack PE,0
"lol Musk tells employees $TSLA M3 will be in full production by end of 2017, must be running gag in the office",-1
Apple: Bottom Of 9th Inning $AAPL,-1
I posted on $TSLA last week and today it continues to act strong.,1
Why is $TSLA giving out Uber coupons while their customers cars sit around waiting for service? Shouldn’t they just be lending one of their “robo taxis” ?,-1
Thank you. It’s an honor to be up there  with Elizabeth Holmes and Elon Musk! $TSLA $TSLAQ,1
"I really don't get the @elonmusk haters. If you've shorted $tsla, and lost $, suck it up. Don't take it personal.",-1
Watch the KUMO on $AAPL.,0
"So let’s say even if I’m in the East coast and I place an order for a Cybertruck, will the yet to be fully designed Cybertruck with proper suspension components, dimensions, and mirrors be built by Alien Dreadnoughts and deliver itself autonomously to my doorstep?  $TSLA $TSLAQ",0
Great discussion with @terranovajoe @stephenLweiss @jonnajarian @ScottWapnerCNBC and Meghan Shue today on @HalftimeReport. I could talk about the potential for $MSFT every day and twice on Sunday.,0
That sucks. Maybe spare parts aren't on the boats this quarter.#WhereAretheParts #TeslaServiceIssues $TSLA,-1
Luckily I got out of $amzn when it was up-nice day trade. Lost on $gs,-1
"I follow $amzn, $tsla, $ugaz and $dgaz. That all for me. Before OS had a service he only followed 2 or 3 stocks. Now he is the jack of all trades. I think it’s why he has made so many shitty calls lately.",-1
"@petenajarian Pete, hello brother. I was waiting for your input on $AMZN ... ?  If it were to pullback below $700, is it a buy or no touch?",0
$TSLA Need to hold 304+ just a little longer,0
$NIO will be bigger than $TSLA and @elonmusk ego,-1
Earnings are very crappy wow. $V $SBUX $GOOGL $MSFT,-1
"It gives them more controlling interest, raises the stock price, increases earnings per share (EPS), and then later they can actually sell the shares back (at a higher price) if they need the money for anything. $AAPL cc: @SJosephBurns",0
$GOOGL NH on the move off lows,0
add in the sus other parts of what was learned today (employee NDAs etc) which is mostly just $tsla being $tslaq but jeez things are not good in fremont.,-1
"$AAPL *APPLE MACBOOK PRO W/ FASTER PERFORMANCE, NEW FEATURES FOR PROSSAYS MACBOOK PROS PRICING STARTS AT $1,799 FOR 13-INCH   MACBOOK PROS PRICING STARTS AT $2,399 FOR 15-INCH",0
Google: moat and risks   $GOOG,0
Our Portfolio likes for the next 18 months - $UYG $AIG $RIG $msft $mcd Trading the $vix anytime below 11 out above 21. Get the book.,1
I'm up a bag almost on $aapl p for next week. Got them this am.,1
In $TSLA $250 Dec c's  ........ Lets see if this works out!!!,1
call sellers $Amzn,-1
$aapl is reinventing the watch. Watches are dumb and stupid. All they do is tell time and stay the same look. $aapl watch you can mix up,1
C'mon this is a total exaggeration! We never move them that far!!!!$TSLA $TSLAQ,1
"Yes, $TSLA is very close to $TSLAQ. That's why they're doing the reorg (read: layoffs). That's why Musk is being adversarial to contractors and suppliers. That's why they're switching to 24/7 production. That's why they're selling the highest ASP Model 3.",-1
$TSLA another 3pt drop in yet another 2 min set.,-1
$AAPL If price can’t HOLD current support...look out below! #tradealerts2go.com#TradeIdeas #StocksToBuy #Investing #Stocks,1
Microsoft shares surge after Morgan Stanley predicts it will reach $1 trillion market cap in a year $MSFT $MS $GOOG $AAPL,1
"You appear to have little experience with #electriccars which have much less vibration than old fashioned ICEs. So a #Tesla PCB can integrate more tightly without sacrificing reliability. Also, with $TSLA's innovative liquid cooling, large temperature changes can be avoided.",-1
"The psychosis in the Tesla bull camp is off the hook. Anyone, the WSJ or one of their own fanboys (Fred), saying anything moderately bad about Tesla is considered evil and short seller FUD. $TSLA",-1
Weakness in cell phone market is not isolated at $AAPL. Chinese makers are seeing y/y unit declines as well. Econ weakness in China is real. Trump won the trade war.,1
.@Shopify stock surges after #Apple CEO visits its Toronto HQ $AAPL $SHOP $AMZN,0
"FUDdy take:$tsla retaining joele frank really should scare the SHIT outta people coupled with other recent #SCOOP:- more advisers being hired by the day repping var stakeholders- yet apparently, some bankers dont want to touch the deal- no funding- 420 liability in the B's",-1
here's your 1000% on $tsla another one ... if you held it congrats! these are $18.50 my goodness,1
Amazon starts taking orders in Australia on Tuesday $AMZN $MOAT,1
"wow... the new snowflake, gender-neutral $AAPL management is a formidable team $QQQ",-1
"Hey #MrDOJ, maybe it wasn't such a great idea for CEO Elon Musk to go on @60Minutes & illegally promote off label use of the #Tesla $TSLA AutoPilot.On no, it's fine. Just promote it through a third party with no human in the car, only a dog. $TSLAQ@TheJusticeDept @FBI",-1
This is what I was looking for. #India is what can take $AAPL to the next level even though it's still undervalued.,1
$tsla trades at 90 x next years earning forecast. 1) It is absurd that there is a forecast of earnings for $tsla at all. 2) Follow that up with the stock trades already 90 x earnings  even if you think  it will earn a modest profit.  A disaster in the making! Overvalued! $tsla,-1
Positive upward signal for Microsoft Corp! $MSFT #MSFT,1
"#Beware #Phishing #Emails Got this one, purportedly from @amazonIN Pls warn users about this fraudulent email $AMZN",0
This is what having never gone through a bear market and being spoon fed ZIRP for 10 years looks like.$TSLA,0
$TSLA We all know how this ends. If $250 does not hold you can kiss this sucker good bye! Musk still has his shares Levered?,1
$TSLA “Model 3 Gross Margins Should Expand Significantly To 15% In Q3 And ~20% In Q4 “,1
$GOOGL weekly $1k Puts + 800% @sanglucci,0
Nailed that top call in $GOOGL! That negative divergence working like a charm as it pulls back over 14 bucks fast and furious! Buy $SQQQ,1
Wowza.$tsla can't afford the shipping anymore? Lol,-1
This bounce is so weak $AAPL,-1
"Come out from your hiding fanbois, disciples, you leader is calling you for war. $TSLA $TSLAQ",0
US Tsy Sec Mnuchin: Not Aware In Which Google Is Working With Chinese Gvt That In Any Way Raises Concerns $GOOG $GOOGL,-1
"""I believe Energous is positioned to become the wireless charging standard across the entire $AAPL ecosystem.""- vintage Padnos 2017",0
"RT $TSLA HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 11:25, P/T 215.00 #Quant $MSFT $GPRO $GOOG $AMZN $NFLX $FB $AAPL $QQQ",0
In case you haven't noticed what's good for Apple  $AAPL  is good for the market,1
"$AAPL Investment Plan: buy the #iWatch, keep unopened in box, sell in 2065 along with Star Wars VII action figure. Profit hugely.",1
"Oh god, $MSFT and $PYPL earnings today ",0
"Thanks Ed and nice work, $TSLA had a nice squeeze and run. Glad it's the weekend so I can clear my mind. Enjoy the weekend as well, finally getting some good weather!!",0
$AMZN - Nice continuation after day one sell off. Good stuff @PaulJSingh,1
"“Guys, plz relax.Goes up and down. Longs hold, shorts fuck off.” $TSLA",1
Great Tesla thread here from a guy whose BUSINESS is working on high-end cars!#55000DollarShitboxes$TSLA$TSLAQ,-1
"Cheap call option upside: $AAPL calls cheaper than 89% of history, $ULTA 89%, $GLD 89%, $GDX 89%, $TLT 89%, $CSX 89%, $VLO 89%",1
$BYND now is like = $TSLA in early days ground floor opportunity here folks,0
@Merica72 I've been adding to my position in $NKE since the spring. $NKE and $AAPL top 2 brand names in the world,1
"To give context (and each case is different) $JNJ #Acclarent DOJ subpoena was delivered in 2012, grand jury in 2014, executive convictions 2016. They're currently appealing for a new trial 2018.Years, not months. $TSLA #Tesla #TheSociopathicBusinessModel",-1
MS analyst on $tsla must have a low EQ judging by asking that Q on the call. You cannot do a good job if you only have IQ.,0
$MSFT 2 press releases and a nice gain today. Let's take a look at the overall trend & some support levels!,1
"phones die, $ZAGG Reap in all profits. $NTDOY has part equity in Pokemon, profit is shared among$GOOGL $AAPL",0
"At least that looks like its a nice tent. This was a $TSLA Delivery Center in Syosset, NY (by New York City) at the end of a Quarter. In the parking lot of a random office park.",0
"$TSLA@evacuationboy, you've been doing it all wrong!Instead of making products for Tesla haters, you should be targeting the lemmings themselves!They will buy ANYTHING, obviously!Here's a couple of free designs I whipped up to get you started!",-1
...a disappointment even as revs up 60% yoy and EPS of -2.37 a 22c beat. $VSLR $TSLA $RUN $SUNE $SPWR $TERP $CSIQ,-1
Emerging Markets $EEM Finally on a Daily Sell Signal Until Its Not ! $BABA $AAPL $SPX $NDX $RUT $SPY $QQQ $IWM,0
Earnings Season: A few companies report weaker-than-expected quarters (nothing earth shattering) and suddenly... ALL TECH IS DOOMED $MSFT,-1
"@drawdead666 or $12 gap fill on $AMZN? TA is only short term, fundamentals trump everything smart ass",-1
$AAPL couldn't get a screenshot but sold these at 100 percent gain  #because20percentaintenough,-1
can´t understand why $TSLA stock didn´t tank more on october cliff,1
Either he went back to sleep or OD'ed. At this point you cant know which one but investors will desperately hope for the former.Good Luck owning this POS $TSLA,-1
$AMZN The 1702 target was a nice entry point for a bounce. As i have said before targets usually are exhaustion points for the trend.,-1
"$GOOGL feels ready for a run-up. $767, 774-777 and the big 781.  Below 765 and it's 758 and maybe 750. A little momentum, and it could run",1
$TSLA you will see a ton of negativity today because people did not cover their short position yesterday. Unrest in Shortville yet again.,-1
"Bought more $SQ and $NFLX this morning. Long $NFLX, $DIS, $AAPL, $BABA, $MBLY",1
"I know I am not breaking news here, but merely confirming what others have said - $TSLA going private is a face saving way to restructure the company. Remaining a public company, a #Tesla bankruptcy is imminent without considerably more capital raises.",-1
Out $AMZN with minor gains...action is blah,0
$TSLA I would say the odds of a delayed filing are also increasing.,0
"Nothing to see here... $MSFT Quarterly. This one will fall so hard. It has gone insanely parabolic. According to @PeterLBrandt, breaking the parabola generally results in at least an 80% decline. So that would put us in the $25 area.",-1
interesting that $Crm u think would out bid $MSFT 4 $LNKD just 2get acquired by $MSFT  OH GOODNESS that be a story!,0
Short $AMZN Amazon big now!Bezos officially distracted.And you always short a CEO during a big divorce.,-1
$AMZN - fly baby fly !,0
"$TSLA still going good, now over $254 and moving",1
"So, Musk buys surplus batteries (scraps) from Ali Baba for stationary and home storage? $tsla $tslaq",0
$AMZN STC these at $1.04 or a 51% profit in 15 mins times. Great strength almost every single day ;),1
$tsla 305 calls went from .05-1.00+ weeeee,0
"@ericjackson have also been under enormous pressure about doing something w/ that cash (would be nonstop on tv), and who knows what $AAPL",0
$AAPL past $108 and it's Showtime!,1
"First $GOOG took away #googlereader now they're taking away #chrometophone? I use @Pocket more, but it's a nice tool",-1
$GOOGL 1010 tomorrow,0
"$TSLA The Model 3 output increased exponentially, representing a fourfold increase over last quarter. This is the fastest growth of any automotive company in the modern era. If this rate of growth continues, it will exceed even that of Ford and the Model T.",1
#HappyPrimeDay @amazon Thanks for the great deals today and thank you for investing in the future. Lets start increasing those profits $AMZN,1
"In just the last 90 days, $AMZN's 2017 & 2018 EPS consensus have fallen by 21%.",0
$TSLA I wonder if the firmware issue has to do with disabling AP software. It may come off the boat with AP enabled and may have to be disabled.,0
Notion that iPhone 6 copied a Chinese rival is ludicrous. China seems to be prepping to expel $AAPL from its market.,-1
"Singles day producing more than 5,000,000+ $aapl iPhone X orders. Wow.",1
I guess $TSLA is waiting for the call to talk about guidance?? None in the release.    $TSLAQ,0
@elonmusk  follow me or I will have to short 10 shares $TSLA haha,0
Dow up 208 to end 3 day slide. $AMZN $TSLA lead the Bulls. Cannabis sector bounces back $CGC Live,1
$amzn just relentless lol ..,0
tech angle: trump asked about $AAPL,0
Breaking: 1st Chinese Tesla Model 3s Are Rolling Down Gigafactory 3 Assembly Line | CleanTechnica $TSLA I really don’t think this is priced into the Tesla Stock even by 1 cent.  Tesla is going to surprise in sales numbers in a huge way in the next year,1
Don’t understand why the Saudis wouldn’t just wait to take $TSLA private until after the stock gets cut in half and on the verge of BK,-1
"$AMZN $SPY ...(continued presentation)...as just mentioned, here’s another quick look at an Amazon chart>>AMZN daily chart>>",0
"Best Buy: 4K TVs Can Help Profit, Need Content, Says Pac Crest - Tech Trader Daily - Barron's $BBY $AMZN",0
"""Sell everything I own and get me some o' dat bookstore stock!""$AMZN",1
"There will be 100-150 long-range EVs from all major brands between today and 2025. Jaguar (not even a large ICE brand, mind you) has just proven that incumbents can make great EVs. Porsche, Audi, Mercedes and many others will follow within a few months...$TSLA has no moats.",-1
out $AAPL 1.60,0
@EyesWideOpen_61 @SeekingAlpha no $tsla shorts burry their heads. When will they stop comparing it to car companies? Comical,-1
Big week for #tech & #Chipotle “@StockTwits: EARNINGSMon: $IBM $MSTues: $CMG $YHOOWeds: $FB $KOThurs: $GOOGL $AMZN $MSFTFri: $BIIB ”,1
$tsla that was a strong comment by a green activist. Very well said.,1
I just received a gift from Eric a member inside of PowerGroupTrades for150.00  for the $AAPl trade . I have received over 9 gifts from Eric a great long term member in the group. We want people to succeed with great gains from skill not fear and luck. look out for live streams,1
This is where we get news over the weekend (maybe tmrw?) that Musk is taking an extended leave of absence to recuperate and recharge...and he'll be like Doug Fields and never come back. This is the boards cover to try to save the company. $TSLA $TSLAQ,-1
Musk interview by NYT shows just how much this “investigation” on $tsla is going to go away as fast as it came. Shorts know that a rabbit is always pulled out of hat by Elon. They are more greedy than longs which will make this next rally that much more fun. See you at $400,1
Sold the $aapl position in my friends account. 100% cash now. $spy obv still worries me. Not taking chances. Not liking this market,-1
"All I know is if the factory burns down under mysterious circumstances, and Musk flees the country with a wig, fake mustache, 12 passports, and a suitcase stuffed with cash, I would be very bullish on the news.  $TSLA",1
$AAPL  go baby go . give me easy 0.50 cents,0
"You do realize you seem strangely obsessed with this thread, given you have nothing substantive to add to the convo. Right, bro? $TSLA",-1
No look guess: $aapl unch,0
Will keep Model Y manufacturing cost down. Very wise for Tesla to share many parts with Model 3. They learned their lesson and will sustain greater profitability! $TSLA,1
Is $tsla about to double top? #oof,1
$AMZN nHOD - strong retake of 20DMA,1
quadrupling down $TSLA ,1
$AAPL --Cramer melt down on China news,0
@GreekTrader777  Greek TraderI love your thoughts my man. You is crackin me up you got balls of steel. Which yo $googl $amzn $intc and shit,0
$AMZN come on amazon I am counting on you #stocks #fang,0
"$AAPL is holding up $QQQ, look for more news this weekend as Apple likely tumbles on Monday, all $FANG stocks going to sell off and break of trendline support. Follow the crumbs and you will find the path, let’s see what Monday “Bears”!",-1
WHOA $TSLA @elonmusk says 200k Model 3's WILL BE DELIVERED in 2017!!!,0
$TSLA is 500 more cars blown up from going bankrupt.....that’s about 3 months away.,-1
$AMZN gonna be green today,1
"LEAVE THEM ALONE AND LET THEM EAT!!YUM, YUM, YUM...$TSLA",1
$AAPL 102 downside target heavy put activity in next weeks 107 puts,-1
"Wanted to share the highlighted part with $TSLA bulls. They, for some reason, always tend to cling on to the first bit. $TSLAQ",-1
Jeff Bezos $AMZN CEO ought to call up @RayDalio and ask how he got the deal of the century from @DanMalloyCT to setup shop in Stamford.. is that hole in the ground at Harbor Point still there or have we made any progress since I moved out like 5-yrs ago..?,-1
$TSLA trading right up to our price target from earlier in the week - $271. Predictions made easy,0
$JNJ $AAPL: Johnson & Johnson Announces Research Study with Apple Watch to Help Improve AFib Outcomes Including Stroke Prevention,0
And yet shorts are sitting on massive losses and longs are sitting on massive profits.  (Except Twitter $TSLA shorts who are all running huge profits)Here we are with $TSLA at record production and the #1 US automaker my market cap.RIP $TSLAQ,1
"$TSLA tomorrow’s China event should be interesting, Elon might announce the China factory completion way sooner than expected.",0
"Retirement Strategies: Amazon And Walmart Head To Head, And A Discussion On Retirement Timing $AMZN",0
